Story ID	Area	Feature	User story	Expected behavior	Code refs	Automated coverage	Test status	Defect status	Priority	Notes
LCLI-RC-009	Release Confidence	Epic-runner completion evidence	As a Staff / Tech Lead, I want epic-runner completion evidence separated from generic task scheduling, so large delegated initiatives have clear release readiness signals.	Epic runner creates or routes child work, links dependencies, launches or assigns agents, monitors child completion, and reports final epic status without duplicate active runs.	internal/epicrunner/start.go; internal/workflows/builtin/epic-runner.ts; internal/driver/executor.go; internal/backend/fleet/fleet_dependencies.go	internal/epicrunner/start_test.go; internal/workflows/builtin/epic-runner.test.mjs; scripts/test-real-flue-epic-runner.sh	Automated coverage found; not run; Manual pending	None logged	P0	Real runtime validation should avoid starting duplicate runs.
LCLI-RC-010	Release Confidence	Sandbox acceptance gate	As a Staff / Tech Lead, I want untrusted workflow sandbox acceptance gates in release readiness, so sandbox, auth, and egress controls are proven before deploy.	Step-9 gates submit an untrusted workflow, verify forbidden paths are denied, and cover no-container and podman-backed egress cases with platform caveats.	scripts/test-step9-sandbox.sh; internal/driver/step9_e2e_test.go; internal/driver/sandbox/policy.go; internal/driver/sandbox/container.go; internal/driver/sandbox/egress.go	go test ./internal/driver -run TestStep9; LOOM_STEP9_SANDBOX=podman scripts/test-step9-sandbox.sh	Automated coverage found; not run; Manual pending	None logged	P0	Native Linux podman is required for full relay and network-isolation acceptance.
LCLI-RC-011	Release Confidence	Test, commit, and push artifact evidence	As a Staff / Tech Lead, I want agent runs to preserve test, gate, commit, and push evidence, so release readiness is based on auditable output rather than a final status label.	Session and task-run artifacts capture command output, test or gate results, patchbacks, commits, push attempts, and failure reasons with real runner provenance.	internal/webui/handlers/taskrunapi/artifacts.go; internal/driver/task_bridge_artifacts.go; internal/driver/task_bridge_session.go; internal/sessions/diff_metadata.go; sdk/runner.js	internal/webui/handlers/taskrunapi/runner_e2e_test.go; internal/driver/task_bridge_test.go; internal/driver/patchback_test.go; sdk/runner.test.mjs; test/local-mode/verify-local-mode.sh	Automated coverage found; not run; Manual pending	None logged	P0	Local-mode verify does not yet prove every session-contract artifact category.
LCLI-RC-012	Release Confidence	Container runner evidence durability	As an Engineering Manager, I want container or Daytona runner evidence visible after execution, so remote or isolated runs carry the same release-confidence proof as local runs.	Container-backed runners report identity, logs, lifecycle, artifacts, patchbacks, and terminal failures through task-run APIs while preserving evidence outside the ephemeral runtime.	internal/workflows/builtin/daytona-task-runner.ts; internal/webui/handlers/taskrunapi/module.go; internal/webui/handlers/taskrunapi/artifacts.go; internal/driver/task_bridge.go; docs/testing/local-mode-podman-e2e.md	internal/workflows/builtin/daytona-task-runner.test.mjs; internal/webui/handlers/taskrunapi/runner_e2e_test.go; internal/driver/task_bridge_test.go; make gate-e2e-full	Automated coverage found; not run; Manual pending	None logged	P0	Podman/Daytona live validation was not run in this mapping pass.
LCLI-AW-001	Automation & Workflows	Workflow authoring, registration, and run lifecycle	As a Platform Engineer, I want workflow definitions to be validated, registered, started, and observed through stable APIs, so automated SDLC work runs predictably across built-in and custom workflows.	Workflow version endpoints validate source files and entrypoints, built-ins register from trusted source, workflow runs are created with payload and idempotency metadata, and run status/events are readable or streamable.	internal/webui/handlers/workflows/module.go; internal/webui/handlers/workflows/preflight.go; internal/workflows/workflows.go; internal/workflows/source_layout.go; internal/driver/register.go; internal/driver/run.go; internal/driver/task_request.go	internal/webui/handlers/workflows/module_test.go; internal/webui/handlers/workflows/preflight_test.go; internal/webui/handlers/workflows/workflow_endpoints_e2e_test.go; internal/workflows/workflows_test.go; internal/workflows/materialize_test.go; internal/driver/register_test.go; internal/driver/run_test.go; internal/driver/task_request_test.go; make test-builtin-workflows	Automated coverage found; not run	None logged	P0	Custom live workflow submission was not run.
LCLI-AW-002	Automation & Workflows	Workflow run execution and audit trail	As a Platform Engineer, I want workflow runs to claim, execute, heartbeat, finish, and fail predictably, so automated SDLC work has an auditable lifecycle.	Driver runs create records, claim runnable work, execute steps, emit heartbeats/logs/events/results, and release or fail runs with clear terminal state.	internal/driver/run.go; internal/driver/executor.go; internal/driver/task_request.go; internal/driver/task_worker.go	internal/driver/run_test.go; internal/driver/executor_test.go; internal/driver/task_worker_test.go; internal/driver/run_events_test.go	Automated coverage found; not run	None logged	P0	Split from workflow registration.
LCLI-AW-003	Automation & Workflows	Driver-op SDK contract and runtime adapters	As a Developer, I want the workflow SDK to call driver APIs with stable auth, paths, and error shapes, so custom bundles do not depend on FleetDB credentials.	SDK resolves driver API URL/token from runtime env, sends run-scoped auth, exposes typed operations, preserves runtime adapter behavior, and fails with contract-shaped errors.	sdk/index.js; sdk/driver.js; sdk/runtime-adapters.js; sdk/README.md; internal/webui/handlers/driverapi/module.go	sdk/driver.test.mjs; sdk/contract.test.mjs; sdk/runtime-adapters.test.mjs; sdk/package.test.mjs; npm --prefix sdk test	Automated coverage found; not run	None logged	P0	Security properties of run token auth are mapped under Security & Runtime Controls.
LCLI-AW-004	Automation & Workflows	Task-run API and SDK bridge	As a Platform Engineer, I want task runners to report lifecycle, logs, artifacts, and patches through serve-hosted APIs, so automation works without broad FleetDB credentials.	Serve exposes task-run routes, exports runner API URLs, validates lease ownership, bridges artifacts/logs/status, and SDK transports prefer scoped serve APIs when available.	internal/webui/handlers/taskrunapi/module.go; internal/webui/handlers/taskrunapi/artifacts.go; internal/webui/handlers/taskrunapi/credentials.go; internal/driver/task_bridge.go; internal/driver/task_bridge_artifacts.go; internal/driver/task_bridge_session.go; sdk/runner.js	internal/webui/handlers/taskrunapi/module_test.go; internal/webui/handlers/taskrunapi/runner_e2e_test.go; internal/driver/task_bridge_test.go; internal/driver/patchback_test.go; sdk/runner.test.mjs; sdk/contract.test.mjs	Automated coverage found; not run	None logged	P0	Security properties of lease auth are mapped under Security & Runtime Controls.
LCLI-AW-005	Automation & Workflows	Task-run placement, leasing, and retry	As a Platform Engineer, I want task runs placed on eligible workers with clear retry behavior, so workflow automation progresses or fails diagnosably.	Scheduler selects eligible workers, records leases, applies retry/backoff/stale sweeps, marks terminal failures, and exposes queue state for stuck automation.	internal/driver/task_scheduling.go; internal/driver/task_worker.go; internal/driver/task_retry.go; internal/driver/stale_task_sweeper.go	internal/driver/task_worker_test.go; internal/driver/task_retry_test.go; internal/driver/stale_task_sweeper_test.go	Automated coverage found; not run	None logged	P0	Task runners also appear under Agent Delegation when viewed as delegated work capacity.
LCLI-AW-006	Automation & Workflows	Local and Daytona task runner execution	As a Platform Engineer, I want local and Daytona runners to execute work in the intended environment, so automation can run both locally and remotely.	Runners prepare worktrees, inject scoped env, start approved CLIs, stream output, report lifecycle state back to Loom, and fail closed when the requested runner, backend, auth, or worktree is unavailable.	internal/workflows/builtin/local-task-runner.ts; internal/workflows/builtin/daytona-task-runner.ts; internal/driver/bundled_runner.go; internal/driver/task_worktree_resolver.go; test/local-mode/verify-local-mode.sh	internal/workflows/builtin/local-task-runner.test.mjs; internal/workflows/builtin/daytona-task-runner.test.mjs; internal/driver/bundled_runner_test.go; make local-mode-verify; make local-mode-codex-verify	Automated coverage found; not run; Manual pending	None logged	P0	Local-mode and Codex local-mode checks were not executed; noop/demo providers are gated and must not imply fake success.
LCLI-AW-007	Automation & Workflows	Task-run artifact, transcript, and patchback evidence	As a Staff / Tech Lead, I want task-run evidence to contain real logs, transcripts, diffs, and patches, so automation output can be reviewed without fabricated state.	Runners stream logs, persist artifacts, record transcripts/diffs from actual sessions, and expose patchbacks as task-run evidence.	internal/driver/task_bridge_artifacts.go; internal/driver/task_bridge_session.go; internal/sessions/store.go; internal/sessions/transcript_usage.go; internal/webui/handlers/issues/session_history.go	internal/driver/patchback_test.go; internal/driver/task_bridge_test.go; internal/sessions/transcript_usage_test.go; internal/webui/handlers/issues/session_history_test.go	Automated coverage found; not run	None logged	P0	AGENTS.md forbids fabricated evidence.
LCLI-AW-008	Automation & Workflows	Trigger binding management and event patterns	As a Platform Engineer, I want trigger bindings to define routes, patterns, retries, and schedules, so workflow automation starts only from explicit configured events.	Trigger commands persist route keys, source kinds, concurrency/retry settings, event patterns, cron rules, and enabled state with testable matching behavior.	internal/cli/trigger/trigger_cmd.go; internal/trigger/pattern.go; internal/trigger/cron.go; internal/webui/handlers/webhooks/module.go	internal/cli/trigger/trigger_cmd_test.go; internal/trigger/pattern_test.go; internal/trigger/cron_test.go; internal/webui/handlers/webhooks/module_test.go	Automated coverage found; not run	None logged	P1	Split from signed webhook dispatch.
LCLI-AW-009	Automation & Workflows	Internal issue-event trigger delivery and cursor durability	As a Platform Engineer, I want internal issue events to drive workflow triggers durably, so automation reacts to Loom state changes without polling or lost cursors.	Issue-journal and internal emitted events normalize provenance, match trigger subjects, persist cursor state, dispatch awaits, and sweep pending deliveries.	internal/trigger/issue_journal_bridge.go; internal/trigger/internal_source.go; internal/trigger/bridge_cursor_state.go; internal/trigger/delivery_sweeper.go; internal/webui/handlers/driverapi/emit_event.go	internal/trigger/issue_journal_bridge_test.go; internal/trigger/internal_source_test.go; internal/trigger/bridge_cursor_state_test.go; internal/trigger/delivery_sweeper_test.go; internal/webui/handlers/driverapi/emit_event_test.go	Automated coverage found; not run	None logged	P1	Split from external webhooks because durability risks differ.
LCLI-AW-010	Automation & Workflows	Signed webhook workflow dispatch	As a Platform Engineer, I want signed repository webhooks to enqueue matching workflow runs, so external SDLC events can start automation without manual intervention.	GitHub webhook ingestion normalizes deliveries, resolves enabled trigger bindings, persists trigger events, and dispatches or enqueues workflow work idempotently.	internal/webui/handlers/webhooks/github.go; internal/webui/handlers/webhooks/adapter.go; internal/webui/handlers/webhooks/module.go; test/local-mode/verify-webhook.sh	internal/webui/handlers/webhooks/github_test.go; internal/webui/handlers/webhooks/webhooks_e2e_test.go; internal/webui/handlers/webhooks/webhooks_router_e2e_test.go; internal/webui/handlers/webhooks/await_dispatch_test.go; test/local-mode/verify-webhook.sh	Automated coverage found; not run; Live account manual pending	None logged	P1	Signature security is mapped separately under Security & Runtime Controls.
LCLI-AW-011	Automation & Workflows	Durable await gates and timeouts	As a Staff / Tech Lead, I want workflows to pause until matching events arrive or time out, so automation can wait safely for review or external signals.	Await operations register run-scoped instances, replay already satisfied events, suspend/resume runs, enforce timeout budgets, and expose await state through driver APIs.	internal/driver/await_op.go; internal/driver/await_timeout_sweeper.go; internal/store/await_store.go; internal/trigger/await_matcher.go; internal/webui/handlers/driverapi/await.go	internal/driver/await_op_test.go; internal/driver/await_timeout_sweeper_test.go; internal/driver/await_e2e_test.go; internal/store/storetest/await_suite.go; internal/trigger/await_matcher_test.go; internal/webui/handlers/driverapi/await_test.go	Automated coverage found; not run	None logged	P0	Split from approval authorization.
LCLI-AW-012	Automation & Workflows	Child workflow composition awaits	As a Developer, I want parent workflows to start and await child workflows deterministically, so larger automations can be composed without orphaned or cross-run waits.	Workflow composition validates parent/child lineage, requires timeout and await index, suspends parents, resumes on child terminal events, and preserves deterministic replay behavior.	internal/driver/composition.go; internal/webui/handlers/driverapi/workflows.go; sdk/driver.js	internal/driver/composition_test.go; internal/webui/handlers/driverapi/workflows_test.go; sdk/driver.test.mjs	Automated coverage found; not run	None logged	P0	Separate from generic await because composition changes run lineage.
LCLI-AW-013	Automation & Workflows	Connector-backed workflow actions	As a Platform Engineer, I want workflows to call approved external systems through connector providers, so SDLC automation can update tools without custom one-off integrations.	Connector dispatch resolves provider capabilities, executes approved calls, normalizes provider errors, supports rotation, and keeps GitHub, Slack, and Datadog provider behavior testable.	internal/connector/dispatch.go; internal/connector/rotate.go; internal/connector/providers/github.go; internal/connector/providers/slack.go; internal/connector/providers/datadog.go; internal/webui/handlers/driverapi/connectors.go	internal/connector/dispatch_test.go; internal/connector/rotate_test.go; internal/connector/providers/github_test.go; internal/connector/providers/slack_test.go; internal/connector/providers/datadog_test.go; internal/webui/handlers/driverapi/connectors_test.go	Automated coverage found; not run; Live account manual pending	None logged	P1	Secret storage and grant enforcement are mapped under Security & Runtime Controls.
LCLI-AW-014	Automation & Workflows	Native Flue artifact registration and promotion	As a Platform Engineer, I want Flue workflow artifacts registered as immutable driver versions, so workflow code can be validated, approved, activated, and rolled forward predictably.	Driver registration accepts built Flue artifacts, creates digest-idempotent DriverVersion records, rejects unsafe entrypoints, supports approval and activation, and keeps generated workflow bundle output out of git.	internal/cli/driver/driver_cmd.go; internal/driver/register.go; internal/driver/approval.go; internal/workflows/workflows.go; internal/workflows/source_layout.go	internal/driver/register_test.go; internal/driver/flue_integration_test.go; internal/driver/sandbox_policy_test.go; internal/workflows/workflows_test.go	Automated coverage found; not run	None logged	P0	Split from broad workflow registration because promotion is a release-control surface.
LCLI-AW-015	Automation & Workflows	Scheduled workflow dispatch	As a Platform Engineer, I want cron-backed trigger bindings to dispatch workflows durably, so scheduled SDLC automation runs without manual polling.	Cron bindings produce scheduled trigger events, catch up or dedupe ticks, route deliveries through the normal trigger dispatcher, and resolve matching await registrations from cron tick events.	internal/trigger/cron.go; internal/cli/serve/serve_loops.go; internal/trigger/await_matcher.go; internal/webui/handlers/webhooks/module.go	internal/trigger/cron_test.go; internal/trigger/await_matcher_test.go; internal/webui/handlers/webhooks/webhooks_router_e2e_test.go	Automated coverage found; not run	None logged	P1	Split from trigger binding CRUD and external webhook ingestion.
LCLI-AW-016	Automation & Workflows	Workflow-to-lead assignment delivery	As a Staff / Tech Lead, I want workflows to deliver assignments into lead sessions with retryable handoff, so epic automation can coordinate human-visible delegation.	Epic workflows resolve orchestration sessions, send lead assignments through driver APIs, fall back to durable outbox rows when inline delivery is unavailable, and retry delivery without duplicating messages.	sdk/driver.js; internal/workflows/builtin/epic-runner.ts; internal/webui/handlers/driverapi/module.go; internal/driver/outbox_dispatcher.go; internal/driver/task_events.go	sdk/driver.test.mjs; internal/webui/handlers/driverapi/deliver_lead_assignment_test.go; internal/driver/outbox_dispatcher_test.go; internal/driver/task_events_test.go	Automated coverage found; not run	None logged	P0	Doc-backed by lead epic runner and workflow authoring docs.
LCLI-AW-017	Automation & Workflows	Trigger event audit and redelivery	As a Platform Engineer, I want trigger events and deliveries inspectable and retryable, so workflow automation failures can be audited and recovered.	Trigger APIs and CLI surfaces expose binding, event, and delivery state; pending deliveries are swept and retried with durable status updates; manual replay remains a separate future capability.	internal/cli/trigger/trigger_cmd.go; internal/webui/handlers/webhooks/module.go; internal/trigger/delivery_sweeper.go; internal/store/platform_store.go	internal/cli/trigger/trigger_cmd_test.go; internal/webui/handlers/webhooks/module_test.go; internal/trigger/delivery_sweeper_test.go	Automated coverage found; not run	None logged	P1	Split runtime delivery audit from trigger binding management.
LCLI-PS-001	Platform Setup	FleetDB store bootstrap and mode selection	As a Platform Engineer, I want Loom workspace commands to resolve the intended FleetDB mode before any issue or runtime surface starts, so setup uses the correct local, embedded, or cloud backend.	Store startup resolves config, environment, workspace state, embedded mode, and mode cache; unavailable backends fail with actionable diagnostics instead of silently switching stores.	internal/bootstrap/openstore.go; internal/bootstrap/embedded.go; internal/bootstrap/mode.go; internal/bootstrap/statecache.go	internal/bootstrap/embedded_test.go; internal/bootstrap/embedded_smoke_test.go	Automated coverage found; not run	None logged	P0	Local and cloud paths inspected from source; no live backend smoke run in this pass.
LCLI-PS-002	Platform Setup	Workspace management and selection	As a Platform Engineer, I want workspaces created, selected, renamed, deleted, reordered, and shown consistently across CLI and UI, so teams can manage multiple Loom contexts without corrupting active state.	Workspace CLI and UI/API preserve workspace IDs, active/default selection, ordering, and create/rename/delete workflows with JSON-friendly behavior and route-stable browser state.	internal/cli/workspace/workspace_cmd.go; internal/cli/workspace/init.go; internal/cli/workspace/status.go; internal/webui/handlers/workspace/workspaces.go; internal/webui/handlers/workspace/create.go; internal/webui/handlers/workspace/rename.go; internal/webui/handlers/workspace/delete.go; internal/webui/handlers/workspace/reorder.go; internal/webui/frontend/src/components/WorkspaceSwitcher/WorkspaceSwitcher.tsx; internal/webui/frontend/src/views/WorkspacePage.tsx	internal/cli/workspace/workspace_cmd_test.go; internal/cli/workspace/init_test.go; internal/cli/workspace/status_test.go; internal/webui/handlers/workspace/workspaces_test.go; internal/webui/handlers/workspace/create_test.go; internal/webui/handlers/workspace/rename_test.go; internal/webui/handlers/workspace/delete_test.go; internal/webui/handlers/workspace/reorder_test.go; internal/webui/frontend/src/components/WorkspaceSwitcher/__tests__/WorkspaceSwitcher.test.tsx; internal/webui/frontend/src/views/__tests__/WorkspacePage.test.tsx	Automated coverage found; not run	None logged	P0	Split from first-run onboarding.
LCLI-PS-003	Platform Setup	First-run onboarding and initial task setup	As a Platform Engineer, I want first-run onboarding to guide workspace and initial task setup, so teams can start SDLC flows from a usable baseline.	Onboarding validates workspace inputs, shows setup state, creates the first task when requested, and routes users into the selected workspace without silently mutating unrelated workspaces.	internal/webui/handlers/onboarding/first_task.go; internal/webui/frontend/src/components/OnboardingFlow/OnboardingFlow.tsx; internal/webui/frontend/src/components/CreateWorkspaceModal/CreateWorkspaceModal.tsx; internal/webui/frontend/src/components/RedirectToWorkspace/RedirectToWorkspace.tsx	test/fleetdb/ui/19-first-run-onboarding.spec.ts; internal/webui/handlers/onboarding/first_task_test.go; internal/webui/frontend/src/components/OnboardingFlow/__tests__/OnboardingFlow.test.tsx; internal/webui/frontend/src/components/CreateWorkspaceModal/__tests__/CreateWorkspaceModal.test.tsx; internal/webui/frontend/src/components/RedirectToWorkspace/__tests__/RedirectToWorkspace.test.tsx	Automated coverage found; not run	Open: web-onboarding spec status endpoints are not registered	P0	No live workspace stack was run.
LCLI-PS-004	Platform Setup	Repository registration and worktree preparation	As a Platform Engineer, I want repositories registered with local checkout and worktree paths, so agents run against the intended codebase.	Repo setup creates, lists, shows, and removes workspace repos; records remote, default branch, group, and source metadata; clones supported remotes into workspace-local paths; and prepares safe agent worktree locations.	internal/cli/repo/repo_cmd.go; internal/cli/worktree.go; internal/localworkspace/localworkspace.go; internal/store/repo_store.go; internal/cli/workspace/worktree_repo.go	internal/cli/repo/repo_cmd_test.go; internal/cli/worktree_test.go; internal/cli/worktree_discovery_test.go; internal/cli/worktree_workspace_test.go; internal/localworkspace/localworkspace_test.go	Automated coverage found; not run	Open: README repo add examples use obsolete --url syntax	P0	README drift was verified against current Cobra use string by the agent pass.
LCLI-PS-005	Platform Setup	Role policy configuration	As a Platform Engineer, I want role policies configured independently from agent definitions, so routing constraints can be audited before any agent starts work.	Role setup exposes add/list/show/remove and policy field changes for backend, model, effort, task filters, concurrency, budget, read-only mode, skills, path patterns, and allowed or denied tools.	internal/cli/role/role_cmd.go; internal/store/role_store.go; internal/domain/role.go; docs/testing/e2e-cli.md	internal/cli/daemon/supervisor/role_test.go; internal/cli/daemon/daemon_role_merge_test.go	Automated coverage found; not run; Needs coverage	Open: README role examples use obsolete role set flag syntax	P0	Direct role CLI CRUD coverage still appears missing.
LCLI-PS-006	Platform Setup	Agent definition setup and pinned starts	As a Platform Engineer, I want named agent definitions configured separately from role policy, so runtime profiles, repos, parent epics, budgets, and pinned starts are explicit.	Agent definitions persist role, backend, repo or repo-group, parent, mode, task filter, concurrency, budget, autostart, desired-state fields, local worktree creation, and queued start/stop commands.	internal/cli/agentdef/agentdef_cmd.go; internal/store/agent_store.go; internal/store/control_plane_store.go; internal/cli/daemon/daemon_reconciler.go; internal/localworkspace/localworkspace.go	internal/localworkspace/localworkspace_test.go; internal/cli/daemon/daemon_lifecycle_test.go	Automated coverage found; not run; Needs coverage	None logged	P0	Direct agentdef command coverage still appears missing.
LCLI-PS-007	Platform Setup	Backend CLI registry and health setup	As a Platform Engineer, I want supported agent backends registered and health-checked before routing work, so agents launch with the intended CLI, model, effort, sandbox, and transcript behavior.	Backend setup constructs supported Claude, Codex, Cursor, Gemini, Opencode, Echo, and external backend invocations, exposes capabilities, validates CLI availability, and normalizes setup or invocation errors.	internal/cli/backends/backend_cmd.go; internal/cli/backends/backend_codex.go; internal/cli/backends/backend_claude.go; internal/cli/backends/backend_wrapper.go; internal/cli/backendcheck/backendcheck.go	internal/cli/backends/backend_cmd_test.go; internal/cli/backends/backend_codex_test.go; internal/cli/backends/backend_claude_test.go; internal/cli/backends/backend_wrapper_test.go; internal/cli/backendcheck/backendcheck_test.go	Automated coverage found; not run; Manual pending	None logged	P0	Live third-party backend CLIs were not run.
LCLI-PS-008	Platform Setup	Daemon profile configuration	As a Platform Engineer, I want daemon runtime profile fields configured independently from worker profiles, so local daemon paths, capacity, backend mode, and startup timeout are predictable.	Daemon profile commands show, set, and unset supported profile keys, reject unknown keys, and persist fields such as pid_file, log_dir, events_dir, issue_backend, max_agents, and startup_timeout.	internal/cli/daemon/profile_cmd.go; internal/store/daemon_store.go; internal/domain/daemon_profile.go	None found	Needs coverage	Open: README daemon profile examples use obsolete flag-style syntax	P1	Focused daemon profile command tests were not found.
LCLI-PS-009	Platform Setup	Worker profile and service registration	As a Platform Engineer, I want local and remote worker profiles registered separately from daemon setup, so distributed executors advertise capacity, placement, and capabilities clearly.	Worker setup manages worker profiles, service desired state, role/backend/repo/capability metadata, workspace-name resolution, remote registration, deregistration, lock-state updates, and admin APIs.	internal/cli/serve/worker/worker_cmd.go; internal/cli/serve/worker/profile_cmd.go; internal/cli/serve/worker/service_cmd.go; internal/store/platform_store.go; internal/domain/platform.go; internal/webui/handlers/misc/worker_api.go	internal/cli/serve/worker/worker_cmd_test.go; internal/cli/serve/worker/profile_cmd_test.go; internal/cli/serve/worker/service_cmd_test.go; internal/webui/handlers/misc/worker_api_test.go	Automated coverage found; not run	None logged	P1	Distributed smoke was not run.
LCLI-PS-010	Platform Setup	Backend and local runtime settings	As a Platform Engineer, I want project backend, local FleetDB Redis, runtime, and credential settings editable from the setup UI, so Loom points at the right services before agents start.	Settings load and save project default backend, backend health/setup actions, sanitized local settings, FleetDB Redis options, local-vs-Daytona runtime preference, OpenCode model, and Daytona/GitHub credential status with validation.	internal/webui/frontend/src/components/SettingsView/SettingsView.tsx; internal/webui/frontend/src/components/AIBackendSetupList/AIBackendSetupList.tsx; internal/webui/handlers/workspace/backend.go; internal/webui/handlers/localsettings/localsettings.go; internal/webui/frontend/src/hooks/workspace/useBackendConfig.ts; internal/webui/frontend/src/hooks/workspace/useLocalSettings.ts	test/fleetdb/ui/05-settings.spec.ts; internal/webui/frontend/src/components/SettingsView/__tests__/SettingsView.test.tsx; internal/webui/frontend/src/components/AIBackendSetupList/__tests__/AIBackendSetupList.test.tsx; internal/webui/handlers/workspace/backend_test.go; internal/webui/handlers/localsettings/localsettings_test.go; internal/webui/frontend/src/hooks/workspace/__tests__/useBackendConfig.test.ts	Automated coverage found; not run	None logged	P1	No live settings browser smoke or real credential validation was run.
LCLI-PS-011	Platform Setup	Desktop app installation and local runtime bootstrap	As a Platform Engineer, I want the desktop app, sidecar CLI, app data, and LaunchAgent setup to install predictably, so local teams can bootstrap Loom without hand-wiring services.	Desktop packaging and local commands prepare the bundled sidecar, manage app data locations, coexist with user CLIs, install or remove LaunchAgent runtime services, and expose bootstrap status.	internal/cli/local/local_cmd.go; internal/cli/local/runtime.go; internal/cli/local/launchagent.go; desktop/src-tauri/tauri.conf.json; desktop/scripts/prepare-sidecar.sh; desktop/scripts/release-macos.sh; .github/workflows/desktop-release.yml	internal/cli/local/runtime_test.go; internal/cli/local/daemon_test.go; internal/cli/local/local_cmd_diag_test.go	Automated coverage found; not run; Manual pending	None logged	P1	Desktop installation runbook was inspected; no app bundle was built in this pass.
LCLI-SEC-001	Security & Runtime Controls	Driver-op run token auth and legacy fallback controls	As a Platform Engineer, I want workflow runtime API calls scoped by run tokens, so one run cannot operate another run or depend on node-wide secrets.	Serve mints LOOM_RUN_TOKEN at claim, driver-op APIs validate bearer token scope, forged or expired tokens fail, and legacy static-token fallback remains explicitly controlled.	internal/driver/run.go; internal/driver/executor.go; internal/webui/handlers/driverapi/token_auth.go; sdk/driver.js; AGENTS.md	internal/driver/run_token_test.go; internal/driver/executor_run_token_test.go; internal/webui/handlers/driverapi/token_auth_test.go; sdk/driver.test.mjs	Automated coverage found; not run	None logged	P0	Legacy LOOM_DRIVER_API_TOKEN fallback is documented as temporary.
LCLI-SEC-002	Security & Runtime Controls	Task-run lease-token ownership fence	As a Platform Engineer, I want task-run APIs protected by per-run lease tokens, so runners can report progress without broad FleetDB credentials or cross-run writes.	Task-run routes require lease credentials, fence ownership, expose scoped credential context, and reject artifact/status/log writes from non-owning runners.	internal/webui/handlers/taskrunapi/module.go; internal/webui/handlers/taskrunapi/credentials.go; internal/driver/task_bridge.go; sdk/runner.js	internal/webui/handlers/taskrunapi/module_test.go; internal/webui/handlers/taskrunapi/runner_e2e_test.go; internal/driver/task_bridge_test.go; sdk/runner.test.mjs	Automated coverage found; not run	None logged	P0	Split from broader run token auth.
LCLI-SEC-003	Security & Runtime Controls	Sandbox trust placement enforcement	As a Platform Engineer, I want untrusted workflows refused outside isolating launchers, so submitted automation cannot silently run with trusted process privileges.	Driver trust level is stamped server-side, missing trust defaults untrusted, process-mode placement rejects untrusted bundles with sandbox_required, and placement decisions are audited.	internal/driver/sandbox/policy.go; internal/driver/sandbox/launcher.go; internal/driver/executor.go	internal/driver/sandbox_policy_test.go; internal/driver/sandbox_launcher_test.go; internal/driver/step9_e2e_test.go	Automated coverage found; not run; Manual pending	None logged	P0	Split from sandbox egress because placement enforcement is the trust boundary.
LCLI-SEC-004	Security & Runtime Controls	Sandbox egress modes and serve-only relay	As a Platform Engineer, I want containerized workflow egress bounded by explicit modes, so untrusted automation can reach serve when allowed and nothing else.	Egress mode resolves from trust/operator config, serve-only uses network-none plus a unix-socket relay, none blocks networking, delegated records external enforcement, and placement records capture mechanism.	internal/driver/sandbox/egress.go; internal/driver/sandbox/container.go; internal/driver/sandbox/launcher.go; scripts/test-step9-sandbox.sh	internal/driver/sandbox/egress_test.go; internal/driver/sandbox/container_test.go; internal/driver/step9_e2e_test.go; LOOM_STEP9_SANDBOX=podman scripts/test-step9-sandbox.sh	Automated coverage found; not run; Manual pending	None logged	P0	Native Linux podman is needed for full relay acceptance.
LCLI-SEC-005	Security & Runtime Controls	Connector credential vault and redaction	As a Platform Engineer, I want connector credentials sealed and redacted, so workflow integrations cannot leak stored secrets through API responses or logs.	Connector commands accept secrets through controlled inputs, outbound credentials are envelope-encrypted with connector-bound AAD, store reads redact secrets, and HTTP responses do not expose plaintext.	internal/cli/connector/connector_cmd.go; internal/store/connector_store.go; internal/connector/vault.go; internal/webui/handlers/driverapi/connectors.go	internal/cli/connector/connector_cmd_test.go; internal/connector/vault_test.go; internal/webui/handlers/driverapi/connectors_test.go	Automated coverage found; not run	None logged	P0	Split from connector action execution.
LCLI-SEC-006	Security & Runtime Controls	Connector grant enforcement and irreversible action preconditions	As a Platform Engineer, I want connector calls checked against grants and preconditions, so workflows only perform approved external actions.	Connector dispatch derives binding identity from verified run lineage, denies by default, re-checks grants per call, enforces irreversible-action preconditions, and audits granted and denied outcomes.	internal/connector/grants.go; internal/connector/dispatch.go; internal/connector/providers/provider.go; internal/webui/handlers/driverapi/connectors.go	internal/connector/grants_test.go; internal/connector/dispatch_test.go; internal/webui/handlers/driverapi/connectors_test.go; internal/connector/providers/github_test.go; internal/connector/providers/slack_test.go; internal/connector/providers/datadog_test.go	Automated coverage found; not run; Live account manual pending	None logged	P0	No live external connector calls were run.
LCLI-SEC-007	Security & Runtime Controls	Connector secret rotation audit	As a Platform Engineer, I want connector secret rotation to be conflict-checked and audited, so credential changes are attributable and safe during rollout windows.	Rotation swaps inbound and outbound credentials with optimistic conflict checks, seals new outbound secrets, preserves redacted connector state, and appends rotation records to the connector-call journal.	internal/connector/rotate.go; internal/connector/vault.go; internal/store/connector_store.go	internal/connector/rotate_test.go; internal/connector/vault_test.go	Automated coverage found; not run	None logged	P1	Split from vault and grant enforcement.
